District,Rice_Area,Rice_Production,Wheat_Area,Wheat_Production,Maize_Area,Maize_Production
Chhindwara,35.0,53.33,179.0,578.0,213.0,1071.0
Chhindwara,34.01,42.06,181.0,619.2,263.5,1326.45
Narsinghpur,17.2,5.4,24.0,14.0,0.3,0.4
Narsinghpur,16.0,16.0,37.0,25.0,0.4,0.5
Narsinghpur,16.3,14.0,44.9,38.0,0.4,0.4
Narsinghpur,14.8,12.1,46.2,39.9,0.4,0.4
Narsinghpur,14.1,14.9,51.3,52.0,0.4,0.6
Narsinghpur,14.2,14.6,44.5,40.2,0.4,0.5
Narsinghpur,15.6,17.4,41.7,39.8,0.5,0.5
Narsinghpur,15.4,19.7,39.6,41.4,0.5,0.6
Narsinghpur,15.5,13.4,37.6,48.4,0.4,0.5
Narsinghpur,14.7,14.8,40.3,41.7,0.5,0.6
Narsinghpur,14.9,12.1,39.2,38.8,0.4,0.6
Narsinghpur,14.8,14.4,40.0,33.1,0.4,0.5
Narsinghpur,15.0,14.1,41.0,45.1,0.4,0.5
Narsinghpur,16.8,3.7,36.4,22.5,0.4,0.2
Narsinghpur,16.3,17.3,35.4,46.5,0.4,0.5
Narsinghpur,12.9,14.0,34.7,61.5,0.5,0.5
Narsinghpur,15.9,17.5,36.2,53.9,0.4,0.5
Narsinghpur,15.9,18.5,38.7,53.2,0.4,0.6
Narsinghpur,16.0,15.4,41.0,68.4,0.4,0.6
Narsinghpur,15.9,23.8,39.4,63.2,0.4,0.4
Narsinghpur,15.0,19.0,38.0,63.0,0.4,1.0
Narsinghpur,15.0,18.0,43.0,71.0,0.4,1.0
Narsinghpur,15.8,15.9,45.3,83.2,0.5,0.7
Narsinghpur,13.4,11.1,46.2,80.2,0.4,0.8
Narsinghpur,11.4,12.7,52.1,112.9,0.4,0.5
Narsinghpur,11.0,12.9,54.0,134.5,0.4,0.5
Narsinghpur,10.6,11.0,56.9,146.1,0.4,0.8
Narsinghpur,10.0,11.0,62.0,161.6,0.5,0.8
Narsinghpur,9.1,9.5,62.5,181.8,0.5,0.6
Narsinghpur,9.0,7.2,60.4,160.5,0.4,0.6
Narsinghpur,9.4,10.2,59.6,176.8,0.4,0.7
Narsinghpur,8.2,9.0,88.4,120.3,0.4,0.7
Narsinghpur,6.6,7.7,90.4,163.3,0.4,0.7
Narsinghpur,9.4,12.0,81.5,259.4,0.5,0.8
Narsinghpur,10.8,9.1,77.3,252.8,0.5,1.1
Narsinghpur,13.2,15.4,67.7,216.4,0.6,1.7
Narsinghpur,13.0,9.1,62.5,170.6,0.6,1.7
Narsinghpur,13.3,15.6,60.5,181.7,0.6,1.5
Narsinghpur,14.03,14.95,59.19,168.94,0.63,1.25
Narsinghpur,13.05,13.93,54.52,161.66,0.66,1.25
Narsinghpur,13.61,14.58,53.07,151.93,0.61,0.77
Narsinghpur,12.9,8.38,55.0,157.5,0.6,0.9
Narsinghpur,13.1,8.05,62.3,189.7,0.5,0.9
Narsinghpur,13.4,14.9,65.1,169.4,0.6,0.8
Narsinghpur,12.5,19.5,68.8,226.9,0.6,0.9
Narsinghpur,12.0,21.5,63.6,253.2,0.6,0.9
Narsinghpur,12.91,17.21,82.0,240.82,0.89,2.5
Narsinghpur,18.36,24.99,93.17,198.02,1.02,1.49
Narsinghpur,18.0,25.33,94.0,305.0,9.0,17.0
Narsinghpur,34.0,89.33,95.0,388.0,3.0,10.0
Narsinghpur,55.0,154.66,100.0,404.0,4.0,7.0
Narsinghpur,39.1,181.3,92.0,320.71,5.0,8.84
Seoni / Shivani,78.0,52.0,63.0,29.0,6.0,5.0
Seoni / Shivani,78.0,77.0,72.0,28.0,7.0,7.0
Seoni / Shivani,82.2,79.0,87.9,38.0,6.7,5.0
Seoni / Shivani,82.9,94.6,90.3,35.4,7.1,5.3
Seoni / Shivani,84.2,102.4,87.5,33.6,6.7,7.3
Seoni / Shivani,87.7,110.8,86.7,37.3,6.8,6.8
Seoni / Shivani,87.4,117.9,79.4,40.2,6.8,4.7
Seoni / Shivani,83.3,115.7,67.9,25.8,6.9,5.4
Seoni / Shivani,83.8,55.3,63.4,36.1,7.0,4.6
Seoni / Shivani,84.3,98.4,71.6,37.2,7.1,6.8
Seoni / Shivani,87.2,57.9,67.1,18.9,7.2,7.0
Seoni / Shivani,88.3,101.4,79.7,21.3,7.3,5.7
Seoni / Shivani,90.2,58.8,81.3,40.0,7.3,4.2
Seoni / Shivani,91.5,38.4,75.1,28.6,7.0,5.1
Seoni / Shivani,91.3,102.1,77.6,33.4,7.0,6.3
Seoni / Shivani,93.0,90.4,78.2,42.7,7.0,6.9
Seoni / Shivani,92.0,79.5,78.4,34.8,8.0,7.2
Seoni / Shivani,93.9,118.3,83.4,62.5,8.0,8.6
Seoni / Shivani,96.6,62.7,81.3,39.2,8.3,8.7
Seoni / Shivani,97.6,144.3,83.9,45.7,8.2,6.8
Seoni / Shivani,98.0,94.0,76.0,45.0,8.0,5.0
Seoni / Shivani,75.0,58.0,80.0,44.0,8.0,7.0
Seoni / Shivani,99.0,129.2,80.9,41.2,7.1,8.8
Seoni / Shivani,97.3,107.6,83.1,51.1,8.5,11.9
Seoni / Shivani,95.8,136.4,88.1,58.8,8.6,8.5
Seoni / Shivani,95.5,59.2,50.9,29.1,8.5,4.2
Seoni / Shivani,96.8,97.3,58.9,38.8,8.9,12.4
Seoni / Shivani,98.4,135.2,82.0,71.7,9.0,11.9
Seoni / Shivani,100.2,140.1,94.8,84.2,8.8,7.8
Seoni / Shivani,100.7,88.0,83.7,72.3,9.0,9.6
Seoni / Shivani,99.7,103.8,87.9,76.8,9.3,11.3
Seoni / Shivani,102.8,91.8,91.2,40.3,9.4,8.8
Seoni / Shivani,105.0,125.6,94.5,71.4,9.5,11.8
Seoni / Shivani,107.6,148.3,104.6,95.0,12.9,20.9
Seoni / Shivani,111.1,43.9,85.5,52.1,14.1,12.5
Seoni / Shivani,116.0,112.4,95.7,83.1,15.0,30.3
Seoni / Shivani,116.9,80.2,96.5,78.8,15.0,19.6
Seoni / Shivani,120.6,175.7,98.7,93.1,14.0,26.3
Seoni / Shivani,113.9,84.1,93.0,77.7,11.51,15.12
Seoni / Shivani,118.32,143.95,103.03,91.15,12.51,16.66
Seoni / Shivani,119.39,135.81,104.72,101.31,12.5,12.82
Seoni / Shivani,119.0,97.61,110.5,93.4,11.9,14.3
Seoni / Shivani,115.6,77.42,103.1,90.1,11.8,13.5
Seoni / Shivani,116.8,122.4,108.8,90.5,11.6,12.7
Seoni / Shivani,116.3,153.9,111.7,102.1,11.9,15.1
Seoni / Shivani,121.2,176.4,115.6,127.5,14.1,15.1
Seoni / Shivani,136.55,281.01,132.11,374.26,18.39,46.98
Seoni / Shivani,150.24,440.99,153.28,346.04,22.05,40.52
Seoni / Shivani,139.0,199.33,99.0,286.0,20.0,72.0
Seoni / Shivani,169.0,238.67,115.0,277.0,72.0,25.0
Seoni / Shivani,182.0,450.0,151.0,445.0,116.0,536.0
Seoni / Shivani,133.13,319.98,200.72,523.88,99.7,462.56
Mandla,110.0,27.0,30.0,11.0,23.0,32.0
Mandla,110.0,56.0,51.0,34.0,24.0,35.0
Mandla,115.3,56.0,53.7,39.0,24.0,23.0
Mandla,115.0,71.4,56.1,33.6,24.0,20.3
Mandla,118.8,75.7,57.0,48.4,24.1,38.9
Mandla,122.5,79.6,62.4,50.1,24.5,32.7
Mandla,122.3,50.3,64.2,48.5,24.9,31.3
Mandla,122.7,83.6,69.3,48.6,25.1,30.0
Mandla,120.5,70.3,69.6,57.6,25.6,30.9
Mandla,121.4,91.9,72.1,53.7,26.0,33.6
Mandla,124.3,58.6,54.7,21.8,28.0,42.1
Mandla,123.9,66.9,73.6,50.7,27.1,27.7
Mandla,126.9,75.0,90.4,74.3,27.7,32.1
Mandla,125.6,32.5,54.5,22.4,27.0,25.2
Mandla,127.8,109.6,78.6,63.4,28.0,26.5
Mandla,129.8,89.4,78.9,70.6,28.0,31.7
Mandla,135.7,90.9,78.9,46.0,28.0,37.4
Mandla,140.4,110.1,85.1,65.4,29.0,44.9
Mandla,138.9,57.4,58.7,44.5,29.2,40.4
Mandla,146.1,96.8,84.5,45.2,29.7,31.9
Mandla,145.0,59.0,82.0,63.0,30.0,15.0
Mandla,147.0,97.0,99.0,81.0,30.0,50.0
Mandla,150.6,104.5,76.9,41.2,31.3,45.1
Mandla,149.4,101.1,67.8,56.0,31.0,65.0
Mandla,156.5,123.1,85.0,63.7,32.8,52.5
Mandla,155.3,87.2,64.7,33.6,32.6,30.8
Mandla,158.5,92.8,66.1,38.6,33.0,46.1
Mandla,162.7,129.0,78.9,73.0,33.9,63.3
Mandla,164.8,140.3,83.9,75.5,33.8,33.8
Mandla,167.5,118.5,84.4,59.1,34.1,51.1
Mandla,167.4,136.8,84.6,63.4,34.2,51.8
Mandla,173.8,106.5,76.9,27.1,35.3,52.4
Mandla,173.9,123.2,124.13,64.0,35.3,51.8
Mandla,179.1,166.5,86.9,61.6,25.7,57.4
Mandla,175.2,63.2,56.1,21.9,35.7,68.3
Mandla,186.0,142.4,67.9,49.8,36.0,74.6
Mandla,184.2,97.6,62.1,39.6,36.4,63.2
Mandla,189.9,147.4,65.0,48.7,36.6,67.2
Mandla,192.38,134.12,62.8,50.65,36.34,52.22
Mandla,193.13,142.17,62.66,44.85,36.34,40.83
Mandla,192.71,129.68,63.47,44.02,36.36,27.43
Mandla,193.3,93.26,58.8,40.2,36.2,36.8
Mandla,194.1,90.35,60.0,46.0,43.5,44.4
Mandla,180.1,106.2,61.5,42.1,36.1,34.4
Mandla,191.1,157.5,45.2,32.7,35.8,44.2
Mandla,198.7,201.8,68.0,51.3,42.1,32.1
Mandla,210.44,212.69,71.01,115.32,36.03,64.53
Mandla,212.68,242.15,74.83,127.02,36.84,65.94
Mandla,209.0,274.0,143.0,198.0,43.0,90.0
Mandla,215.0,365.33,90.0,173.0,47.0,104.0
Mandla,227.0,440.66,98.0,270.0,48.0,112.0
Mandla,215.1,689.45,90.0,228.0,47.5,113.89
Sagar,15.0,7.0,209.0,68.0,4.0,4.0
Sagar,15.0,11.0,218.0,157.0,4.0,6.0
Sagar,15.3,8.0,254.6,162.0,4.3,4.0
Sagar,14.1,8.1,273.2,159.7,4.2,3.0
Sagar,14.7,10.3,270.5,172.4,4.2,6.5
Sagar,15.5,10.9,275.0,221.5,4.2,4.9
Sagar,16.3,10.2,273.1,185.1,4.1,5.0
Sagar,15.6,12.4,246.6,188.2,4.1,4.3
Sagar,14.9,7.6,219.7,172.3,4.2,4.6
Sagar,14.9,9.8,251.5,197.7,4.1,4.4
Sagar,15.4,8.7,247.4,131.4,4.1,5.8
Sagar,15.3,9.8,261.5,209.9,4.2,4.4
Sagar,15.9,10.6,271.6,227.1,4.2,4.3
Sagar,15.3,1.6,217.6,175.3,4.0,2.5
Sagar,15.3,9.5,228.2,154.2,4.0,4.1
Sagar,15.2,7.3,242.2,235.6,4.0,4.6
Sagar,15.1,9.0,249.7,232.7,4.0,4.1
Sagar,15.1,11.6,263.2,238.2,4.0,5.2
Sagar,14.9,7.7,266.6,194.7,4.3,5.5
Sagar,15.3,13.1,267.5,246.3,4.4,4.5
Sagar,15.0,7.0,233.0,164.0,4.0,3.0
Sagar,15.0,10.0,247.0,247.0,4.0,4.0
Sagar,15.0,9.2,251.1,157.7,4.3,5.4
Sagar,13.0,7.2,249.0,197.9,4.6,6.1
Sagar,11.7,9.6,240.6,239.5,4.5,4.9
Sagar,11.5,7.2,238.1,192.5,4.3,4.5
Sagar,10.9,6.4,238.0,215.3,4.3,6.6
Sagar,10.5,6.8,240.9,260.2,4.5,6.3
Sagar,9.1,5.6,229.4,245.3,4.0,4.3
Sagar,9.2,4.1,217.6,251.3,4.0,6.0
Sagar,8.3,6.0,256.2,300.1,4.1,5.7
Sagar,8.7,5.7,232.8,241.1,4.1,4.5
Sagar,8.6,5.3,262.1,328.1,4.2,5.2
Sagar,8.7,6.2,228.6,264.9,4.0,5.6
Sagar,9.8,5.3,200.6,155.2,3.8,6.6
Sagar,9.6,5.0,190.0,205.7,3.8,6.5
Sagar,9.4,3.4,140.7,115.1,3.7,5.1
Sagar,9.7,6.0,161.8,183.7,3.9,6.7
Sagar,9.5,5.41,163.78,173.09,4.0,5.24
Sagar,8.6,4.55,163.78,174.65,3.74,4.9
Sagar,8.37,4.3,163.7,172.58,3.81,3.3
Sagar,6.6,2.38,139.6,131.8,3.5,3.8
Sagar,6.4,2.24,150.1,188.2,6.5,7.3
Sagar,6.0,3.7,173.0,244.5,3.4,4.3
Sagar,6.0,4.5,172.5,186.5,3.4,4.2
Sagar,3.4,2.7,199.8,295.1,3.4,4.5
Sagar,5.26,3.33,213.45,449.7,2.97,6.11
Sagar,4.78,2.09,228.79,425.35,2.78,1.63
Sagar,5.0,5.33,185.0,394.0,8.0,14.0
Sagar,7.0,2.0,158.0,346.0,5.0,5.0
Sagar,6.0,6.0,202.0,557.0,5.0,6.0
Sagar,5.06,5.69,278.0,893.21,3.6,3.78
Damoh,45.0,13.0,76.0,30.0,2.0,1.0
Damoh,44.0,30.0,101.0,83.0,2.0,2.0
Damoh,46.3,24.0,119.7,87.0,1.9,2.0
Damoh,47.9,27.7,128.2,99.7,1.9,1.3
Damoh,48.7,33.6,131.9,76.2,1.9,2.7
Damoh,49.6,35.7,133.8,95.6,1.9,2.4
Damoh,49.7,32.6,123.3,82.4,1.9,2.5
Damoh,48.9,34.8,104.7,79.0,1.9,2.2
Damoh,48.3,20.5,92.6,58.0,1.9,2.0
Damoh,48.4,34.4,111.9,97.0,1.9,2.5
Damoh,49.2,26.8,103.6,59.7,1.9,2.4
Damoh,50.8,28.0,107.0,70.7,1.9,2.0
Damoh,52.0,30.7,108.7,96.5,1.9,2.0
Damoh,52.2,29.8,100.8,46.1,2.0,1.0
Damoh,50.5,27.5,103.5,74.3,2.0,1.9
Damoh,50.0,23.6,97.8,91.7,2.0,2.1
Damoh,49.6,30.7,97.8,85.2,1.0,1.8
Damoh,50.5,37.0,102.8,106.1,2.0,2.6
Damoh,51.1,24.4,97.6,69.6,2.0,2.8
Damoh,51.4,48.0,99.9,79.1,2.1,2.2
Damoh,52.0,28.0,82.0,72.0,2.0,2.0
Damoh,52.0,41.0,95.0,90.0,2.0,3.0
Damoh,52.5,30.2,94.4,71.0,2.2,2.3
Damoh,53.3,32.5,90.0,79.9,2.3,3.9
Damoh,53.8,43.4,94.0,95.6,2.4,3.0
Damoh,53.2,23.9,87.1,82.2,2.3,2.3
Damoh,53.6,37.1,90.4,108.0,2.4,4.0
Damoh,53.2,40.0,94.3,137.2,2.3,3.5
Damoh,53.2,40.5,87.3,129.6,2.1,2.4
Damoh,53.2,28.0,88.0,123.7,2.1,3.2
Damoh,52.5,35.1,98.8,126.9,2.2,3.2
Damoh,52.6,34.7,100.9,131.7,2.1,2.6
Damoh,53.1,36.6,96.1,130.9,2.1,2.7
Damoh,53.3,44.5,99.8,147.5,2.1,3.5
Damoh,54.0,23.0,86.1,89.2,2.2,3.9
Damoh,55.1,34.4,79.8,113.2,2.2,5.0
Damoh,51.9,15.1,57.9,77.1,2.2,3.9
Damoh,52.6,41.0,65.3,96.6,2.0,4.4
Damoh,53.23,36.55,67.62,97.85,2.1,3.49
Damoh,53.3,34.4,68.96,102.84,2.01,3.52
Damoh,53.26,28.78,69.62,88.41,2.02,2.23
Damoh,53.9,20.53,63.1,99.8,1.9,2.4
Damoh,56.3,28.64,67.0,131.8,2.2,4.1
Damoh,55.6,37.5,72.1,136.3,2.1,3.6
Damoh,50.2,51.9,71.8,171.4,1.8,3.5
Damoh,55.8,59.5,79.9,197.0,2.0,3.6
Damoh,56.3,55.93,82.43,167.97,1.79,4.68
Damoh,55.63,62.31,88.62,164.34,1.68,2.44
Damoh,66.0,70.67,93.0,201.0,9.0,19.0
Damoh,73.0,82.67,80.0,161.0,5.0,11.0
Damoh,80.0,150.0,95.0,333.0,5.0,9.0
Damoh,75.73,126.22,81.6,285.6,5.08,9.74
Tikamgarh,20.0,3.0,28.0,26.0,2.0,1.0
Tikamgarh,20.0,10.0,41.0,49.0,2.0,2.0
Tikamgarh,22.5,7.0,49.2,54.0,1.6,1.0
Tikamgarh,24.3,9.3,62.4,67.7,1.4,0.8
Tikamgarh,25.0,10.5,64.0,83.9,1.4,1.3
Tikamgarh,27.8,13.9,67.0,82.4,1.4,1.0
Tikamgarh,28.7,13.4,72.0,89.6,1.4,1.4
Tikamgarh,26.7,9.6,52.6,49.2,1.5,1.2
Tikamgarh,25.0,6.2,50.7,84.9,1.3,1.1
Tikamgarh,25.7,13.0,60.2,97.2,1.3,0.8
Tikamgarh,27.1,12.8,59.8,92.4,1.3,1.2
Tikamgarh,27.8,11.9,58.5,84.6,1.5,0.9
Tikamgarh,28.8,15.8,69.8,126.4,1.9,1.3
Tikamgarh,28.2,0.9,52.8,86.0,2.0,0.7
Tikamgarh,28.9,14.4,71.4,121.2,2.0,2.0
Tikamgarh,28.6,10.9,71.1,136.2,2.0,2.3
Tikamgarh,26.5,14.3,72.7,190.0,2.0,2.3
Tikamgarh,29.1,19.6,85.5,205.8,3.0,2.8
Tikamgarh,28.7,13.4,85.3,132.9,2.5,2.5
Tikamgarh,30.6,23.4,89.0,255.4,2.5,1.9
Tikamgarh,32.0,15.0,80.0,162.0,3.0,2.0
Tikamgarh,29.0,20.0,84.0,162.0,3.0,2.0
Tikamgarh,31.6,28.7,85.9,170.7,2.8,3.6
Tikamgarh,30.0,14.3,63.5,75.6,3.0,3.4
Tikamgarh,27.4,25.5,97.7,236.0,3.8,2.9
Tikamgarh,26.0,19.3,100.6,224.9,1.9,1.5
Tikamgarh,25.3,23.6,108.2,219.2,3.4,4.7
Tikamgarh,23.4,19.0,115.3,258.4,2.9,3.6
Tikamgarh,23.0,19.7,111.8,241.3,2.5,2.1
Tikamgarh,21.4,8.8,110.4,198.6,2.3,2.1
Tikamgarh,22.5,19.8,110.8,221.8,2.2,2.1
Tikamgarh,21.8,18.2,122.7,249.9,2.0,1.7
Tikamgarh,21.2,16.4,124.64,247.8,2.3,2.0
Tikamgarh,20.3,19.8,128.2,280.4,2.0,2.3
Tikamgarh,22.7,15.3,115.9,212.9,1.8,2.9
Tikamgarh,23.2,16.0,118.6,208.0,1.9,3.1
Tikamgarh,21.5,7.3,105.1,179.6,1.9,1.6
Tikamgarh,22.9,19.3,120.3,250.3,2.3,2.8
Tikamgarh,19.89,9.38,106.99,174.82,2.29,1.69
Tikamgarh,18.37,9.02,94.44,126.28,2.21,2.23
Tikamgarh,14.49,5.72,58.13,78.24,2.39,1.15
Tikamgarh,11.7,1.32,22.7,28.0,3.1,2.1
Tikamgarh,12.9,4.82,107.4,209.2,1.9,1.7
Tikamgarh,12.7,5.2,101.0,168.3,2.9,1.8
Tikamgarh,12.0,5.4,78.0,99.0,2.9,2.1
Tikamgarh,11.7,8.5,113.2,241.5,4.4,2.6
Tikamgarh,11.77,5.6,146.73,376.24,2.2,1.82
Tikamgarh,11.41,4.01,158.64,321.52,1.71,0.87
Tikamgarh,13.0,5.33,117.0,288.0,10.0,14.0
Tikamgarh,6.0,0.67,94.0,180.0,1.0,2.0
Tikamgarh,6.0,6.0,150.0,421.0,1.0,2.0
Tikamgarh,4.56,1.64,97.19,243.07,1.7,1.79
Chhatarpur,16.0,4.0,53.0,41.0,0.5,0.1
Chhatarpur,16.0,8.0,66.0,66.0,0.5,0.5
Chhatarpur,16.5,4.0,71.5,60.0,0.6,0.5
Chhatarpur,16.8,6.6,83.5,81.9,0.5,0.2
Chhatarpur,17.2,8.0,85.8,84.6,0.5,0.4
Chhatarpur,18.6,8.5,92.5,81.8,0.5,0.3
Chhatarpur,18.6,8.1,89.8,84.1,0.5,0.4
Chhatarpur,17.8,7.7,77.5,63.2,0.5,0.4
Chhatarpur,15.2,3.2,66.6,69.0,0.5,0.3
Chhatarpur,15.9,12.5,80.4,99.2,0.4,0.4
Chhatarpur,17.2,10.9,78.8,73.6,0.5,0.4
Chhatarpur,18.8,14.7,84.2,81.4,0.6,0.5
Chhatarpur,21.2,16.5,92.2,114.7,0.5,0.4
Chhatarpur,19.7,0.2,82.0,45.5,0.5,0.4
Chhatarpur,19.6,15.2,98.9,130.1,0.5,0.3
Chhatarpur,19.5,11.2,97.0,108.4,0.6,0.4
Chhatarpur,15.6,12.4,100.8,133.3,0.6,0.4
Chhatarpur,19.8,19.9,108.0,138.5,0.6,0.5
Chhatarpur,20.0,14.0,108.1,134.1,0.6,0.6
Chhatarpur,21.5,23.1,116.8,153.8,0.9,0.6
Chhatarpur,22.0,10.0,104.0,139.0,0.8,0.3
Chhatarpur,20.0,15.0,119.0,117.0,1.0,1.0
Chhatarpur,22.3,16.4,122.1,161.4,0.8,0.8
Chhatarpur,19.0,13.6,92.9,104.7,1.0,1.0
Chhatarpur,20.0,18.7,122.3,168.9,0.7,0.6
Chhatarpur,19.6,12.7,121.9,165.5,0.7,0.4
Chhatarpur,19.8,16.1,127.7,202.0,0.7,0.9
Chhatarpur,19.4,16.2,132.9,227.7,0.8,0.8
Chhatarpur,20.2,18.1,134.1,230.5,0.7,0.5
Chhatarpur,19.3,8.4,122.8,211.2,0.7,0.5
Chhatarpur,18.9,16.8,123.3,199.9,0.7,0.7
Chhatarpur,19.9,13.9,135.9,261.4,0.7,0.6
Chhatarpur,20.1,15.8,136.6,272.0,0.9,0.8
Chhatarpur,19.5,20.4,145.2,274.6,0.7,0.7
Chhatarpur,18.7,8.4,132.2,203.4,0.6,0.5
Chhatarpur,17.4,11.9,135.9,238.5,0.6,0.7
Chhatarpur,14.8,6.6,131.4,192.9,0.6,0.5
Chhatarpur,16.2,13.9,145.3,249.6,0.7,0.8
Chhatarpur,15.68,10.42,143.4,243.74,0.73,0.66
Chhatarpur,15.08,9.7,141.98,200.17,0.69,0.6
Chhatarpur,11.87,5.02,101.76,119.21,0.61,0.31
Chhatarpur,11.3,2.38,57.7,60.1,0.7,0.4
Chhatarpur,11.3,4.88,128.1,195.8,0.9,0.6
Chhatarpur,9.7,4.4,142.7,203.9,0.8,0.5
Chhatarpur,8.9,5.5,140.2,169.1,0.8,0.5
Chhatarpur,9.1,7.9,130.5,199.5,0.8,0.3
Chhatarpur,5.79,2.17,176.28,436.15,0.56,0.31
Chhatarpur,5.37,4.75,192.59,434.62,0.53,0.41
Chhatarpur,10.0,8.67,121.0,267.0,9.0,13.0
Chhatarpur,8.0,2.67,88.0,161.0,1.0,1.0
Chhatarpur,8.0,8.66,209.0,596.0,1.0,1.0
Chhatarpur,6.33,2.98,175.31,424.07,1.1,0.93
Panna,43.0,8.4,26.0,15.0,2.0,1.0
Panna,42.0,15.0,43.0,33.0,2.0,2.0
Panna,43.5,12.0,45.1,31.2,2.4,1.0
Panna,48.2,22.7,58.1,45.9,2.3,1.7
Panna,46.4,20.7,57.7,41.9,2.4,2.2
Panna,52.3,27.6,71.1,51.8,2.3,1.5
Panna,52.1,24.8,64.4,45.4,2.4,2.0
Panna,50.1,17.5,58.1,33.0,2.4,1.7
Panna,48.2,10.5,52.1,35.4,2.6,2.0
Panna,52.2,22.5,64.9,49.1,2.6,2.4
Panna,52.3,18.4,60.3,33.4,2.7,2.7
Panna,56.8,25.2,72.2,55.2,2.6,1.9
Panna,57.4,24.7,78.2,65.3,2.7,2.1
Panna,51.4,0.5,70.2,25.1,2.0,1.1
Panna,54.0,23.9,81.4,70.8,2.0,1.9
Panna,53.5,18.1,81.5,69.6,2.0,2.3
Panna,53.1,21.3,81.5,78.7,2.0,2.0
Panna,56.4,28.8,87.3,98.1,2.0,3.2
Panna,37.2,9.1,73.1,48.6,2.5,2.0
Panna,50.3,35.4,77.8,61.7,3.0,2.6
Panna,54.0,21.0,59.0,59.0,3.0,2.0
Panna,36.0,24.0,78.0,70.0,2.0,2.0
Panna,50.8,30.0,78.6,80.8,2.7,2.8
Panna,48.8,28.9,77.0,78.4,2.9,3.6
Panna,55.6,44.0,83.0,87.9,2.7,2.5
Panna,58.0,24.4,74.4,73.2,2.6,0.9
Panna,58.5,35.1,78.9,84.9,2.6,3.1
Panna,59.0,33.1,83.2,107.6,2.6,3.3
Panna,61.4,40.7,78.4,107.9,2.6,2.1
Panna,61.7,23.5,76.6,92.3,2.6,2.4
Panna,59.1,34.7,79.3,93.8,2.5,2.3
Panna,62.6,40.3,78.9,84.7,2.4,2.1
Panna,58.7,34.5,82.7,90.2,2.5,1.8
Panna,64.2,47.3,81.2,92.2,2.5,2.6
Panna,62.5,23.1,70.0,55.5,2.7,2.6
Panna,63.2,34.6,66.4,73.7,2.5,3.2
Panna,60.9,19.7,65.4,75.2,2.4,2.2
Panna,59.5,27.3,70.5,78.9,2.5,2.5
Panna,62.85,24.88,71.9,76.7,2.53,1.69
Panna,60.75,37.7,70.78,71.84,2.34,1.96
Panna,56.22,25.5,61.66,57.87,2.18,0.89
Panna,49.8,15.31,53.6,53.2,2.0,1.2
Panna,57.1,29.37,60.7,88.3,2.2,1.9
Panna,58.3,28.6,68.3,97.1,2.4,1.3
Panna,53.7,51.6,62.8,89.1,2.6,2.4
Panna,61.3,61.0,67.0,103.7,4.7,2.9
Panna,63.64,64.91,82.54,156.45,2.56,3.86
Panna,80.65,91.51,85.23,151.52,3.48,4.73
Panna,56.0,76.67,63.0,123.0,8.0,13.0
Panna,55.0,17.33,45.0,79.0,2.0,3.0
Panna,69.0,179.33,77.0,236.0,2.0,4.0
Panna,58.4,140.2,77.79,210.5,2.6,3.51
Rewa,80.0,8.3,34.0,7.0,1.2,0.6
Rewa,76.0,38.0,75.0,58.0,1.4,1.2
Rewa,87.3,10.0,56.4,57.3,1.5,0.8
Rewa,93.5,53.7,94.5,77.4,1.5,0.8
Rewa,87.5,40.5,91.7,67.1,1.6,1.3
Rewa,110.3,57.6,116.1,86.2,1.3,0.9
Rewa,100.5,47.3,108.9,56.8,1.3,1.1
Rewa,104.2,43.7,106.8,37.9,1.3,0.9
Rewa,105.2,34.1,95.0,47.1,1.4,0.9
Rewa,110.2,58.3,112.5,71.6,1.4,0.9
Rewa,111.5,41.2,105.8,59.0,1.4,1.0
Rewa,119.2,79.1,125.3,88.0,1.3,0.6
Rewa,119.9,57.4,127.5,100.0,1.3,0.7
Rewa,115.0,3.4,106.8,45.0,1.0,0.3
Rewa,117.8,60.0,131.3,129.6,1.0,0.7
Rewa,121.7,66.3,129.6,95.1,1.0,0.8
Rewa,115.6,59.8,129.6,105.5,1.0,0.7
Rewa,119.1,59.7,128.2,138.7,1.0,1.0
Rewa,109.0,41.7,135.5,92.1,1.0,0.8
Rewa,124.0,71.4,144.2,148.5,1.2,0.7
Rewa,113.0,46.0,142.0,133.0,1.0,1.0
Rewa,52.0,22.0,185.0,164.0,1.0,1.0
Rewa,129.3,55.6,125.3,113.4,1.2,0.9
Rewa,102.6,53.2,106.3,93.5,1.2,1.2
Rewa,120.6,115.8,155.2,185.2,1.5,1.2
Rewa,117.3,35.9,139.6,131.9,1.5,0.9
Rewa,121.4,69.6,156.1,171.5,1.6,1.8
Rewa,112.8,70.1,162.3,199.7,1.6,1.6
Rewa,122.0,108.6,164.0,226.5,1.6,1.1
Rewa,121.0,84.6,164.9,209.3,1.4,1.3
Rewa,123.5,88.8,168.9,188.5,1.5,1.2
Rewa,123.2,62.4,162.7,190.7,1.6,1.0
Rewa,125.5,123.7,170.0,202.1,1.5,1.4
Rewa,135.0,80.1,169.8,217.7,1.3,1.4
Rewa,134.8,74.0,165.3,172.2,1.2,1.3
Rewa,145.4,136.6,168.1,213.1,1.1,1.4
Rewa,140.7,96.2,167.9,193.0,1.1,1.4
Rewa,147.1,138.2,170.5,204.4,1.1,1.2
Rewa,141.56,89.53,167.6,181.08,1.11,0.89
